"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1985","1985","PC","Percentage","0","Units",,,56.35833,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1986","1986","PC","Percentage","0","Units",,,57.99166,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1987","1987","PC","Percentage","0","Units",,,59.39167,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1988","1988","PC","Percentage","0","Units",,,61.23333,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1989","1989","PC","Percentage","0","Units",,,62.36666,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1990","1990","PC","Percentage","0","Units",,,62.79167,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1991","1991","PC","Percentage","0","Units",,,61.86666,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1992","1992","PC","Percentage","0","Units",,,60.98333,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1993","1993","PC","Percentage","0","Units",,,60.53333,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1994","1994","PC","Percentage","0","Units",,,61.09167,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1995","1995","PC","Percentage","0","Units",,,61.59167,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1996","1996","PC","Percentage","0","Units",,,61.50834,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1997","1997","PC","Percentage","0","Units",,,62.11666,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1998","1998","PC","Percentage","0","Units",,,63.49166,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1999","1999","PC","Percentage","0","Units",,,64.625,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2000","2000","PC","Percentage","0","Units",,,65.63333,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2001","2001","PC","Percentage","0","Units",,,65.86667,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2002","2002","PC","Percentage","0","Units",,,66.94167,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2003","2003","PC","Percentage","0","Units",,,67.975,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2004","2004","PC","Percentage","0","Units",,,68.34167,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2005","2005","PC","Percentage","0","Units",,,68.225,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2006","2006","PC","Percentage","0","Units",,,68.70834,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2007","2007","PC","Percentage","0","Units",,,69.56667,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2008","2008","PC","Percentage","0","Units",,,69.63333,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2009","2009","PC","Percentage","0","Units",,,68.675,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2010","2010","PC","Percentage","0","Units",,,68.49167,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2011","2011","PC","Percentage","0","Units",,,68.6,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2012","2012","PC","Percentage","0","Units",,,68.86667,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2013","2013","PC","Percentage","0","Units",,,69.38333,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2014","2014","PC","Percentage","0","Units",,,69.1,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2015","2015","PC","Percentage","0","Units",,,69.20834,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2016","2016","PC","Percentage","0","Units",,,69.35,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2017","2017","PC","Percentage","0","Units",,,70.1,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2018","2018","PC","Percentage","0","Units",,,70.425,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2019","2019","PC","Percentage","0","Units",,,71.19167,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2020","2020","PC","Percentage","0","Units",,,66.76667,,
"CAN","Canada","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2021","2021","PC","Percentage","0","Units",,,70.15,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1976","1976","PC","Percentage","0","Units",,,79.025,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1977","1977","PC","Percentage","0","Units",,,78.26667,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1978","1978","PC","Percentage","0","Units",,,78.5,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1979","1979","PC","Percentage","0","Units",,,79.775,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1980","1980","PC","Percentage","0","Units",,,79.675,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1981","1981","PC","Percentage","0","Units",,,79.775,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1982","1982","PC","Percentage","0","Units",,,74.88333,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1983","1983","PC","Percentage","0","Units",,,73.86667,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1984","1984","PC","Percentage","0","Units",,,74.64167,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1985","1985","PC","Percentage","0","Units",,,75.625,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1986","1986","PC","Percentage","0","Units",,,76.8,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1987","1987","PC","Percentage","0","Units",,,77.76667,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1988","1988","PC","Percentage","0","Units",,,78.71667,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1989","1989","PC","Percentage","0","Units",,,79.10833,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1990","1990","PC","Percentage","0","Units",,,77.86667,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1991","1991","PC","Percentage","0","Units",,,74.61667,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1992","1992","PC","Percentage","0","Units",,,72.625,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1993","1993","PC","Percentage","0","Units",,,72.375,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1994","1994","PC","Percentage","0","Units",,,73,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1995","1995","PC","Percentage","0","Units",,,73.43333,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1996","1996","PC","Percentage","0","Units",,,73.15833,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1997","1997","PC","Percentage","0","Units",,,73.83334,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1998","1998","PC","Percentage","0","Units",,,74.35,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1999","1999","PC","Percentage","0","Units",,,75.36667,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2000","2000","PC","Percentage","0","Units",,,76.15833,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2001","2001","PC","Percentage","0","Units",,,75.675,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2002","2002","PC","Percentage","0","Units",,,75.85833,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2003","2003","PC","Percentage","0","Units",,,76.375,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2004","2004","PC","Percentage","0","Units",,,76.575,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2005","2005","PC","Percentage","0","Units",,,76.59167,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2006","2006","PC","Percentage","0","Units",,,76.725,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2007","2007","PC","Percentage","0","Units",,,77.075,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2008","2008","PC","Percentage","0","Units",,,77.06667,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2009","2009","PC","Percentage","0","Units",,,73.81667,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2010","2010","PC","Percentage","0","Units",,,74.10833,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2011","2011","PC","Percentage","0","Units",,,74.85,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2012","2012","PC","Percentage","0","Units",,,74.96667,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2013","2013","PC","Percentage","0","Units",,,75.175,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2014","2014","PC","Percentage","0","Units",,,75.16666,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2015","2015","PC","Percentage","0","Units",,,75.50833,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2016","2016","PC","Percentage","0","Units",,,75.275,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2017","2017","PC","Percentage","0","Units",,,76.19167,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2018","2018","PC","Percentage","0","Units",,,76.61667,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2019","2019","PC","Percentage","0","Units",,,77.08334,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2020","2020","PC","Percentage","0","Units",,,73.16666,,
"CAN","Canada","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2021","2021","PC","Percentage","0","Units",,,76.28333,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1976","1976","PC","Percentage","0","Units",,,63.075,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1977","1977","PC","Percentage","0","Units",,,62.93333,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1978","1978","PC","Percentage","0","Units",,,63.7,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1979","1979","PC","Percentage","0","Units",,,65.38333,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1980","1980","PC","Percentage","0","Units",,,66.13333,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1981","1981","PC","Percentage","0","Units",,,67,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1982","1982","PC","Percentage","0","Units",,,63.90833,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1983","1983","PC","Percentage","0","Units",,,63.65833,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1984","1984","PC","Percentage","0","Units",,,64.58334,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1985","1985","PC","Percentage","0","Units",,,66.00833,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1986","1986","PC","Percentage","0","Units",,,67.40833,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1987","1987","PC","Percentage","0","Units",,,68.575,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1988","1988","PC","Percentage","0","Units",,,69.98333,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1989","1989","PC","Percentage","0","Units",,,70.76667,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1990","1990","PC","Percentage","0","Units",,,70.35,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1991","1991","PC","Percentage","0","Units",,,68.25833,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1992","1992","PC","Percentage","0","Units",,,66.80833,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1993","1993","PC","Percentage","0","Units",,,66.45834,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1994","1994","PC","Percentage","0","Units",,,67.025,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1995","1995","PC","Percentage","0","Units",,,67.525,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1996","1996","PC","Percentage","0","Units",,,67.35,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1997","1997","PC","Percentage","0","Units",,,67.98333,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1998","1998","PC","Percentage","0","Units",,,68.95,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","1999","1999","PC","Percentage","0","Units",,,69.98333,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2000","2000","PC","Percentage","0","Units",,,70.9,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2001","2001","PC","Percentage","0","Units",,,70.79166,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2002","2002","PC","Percentage","0","Units",,,71.41666,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2003","2003","PC","Percentage","0","Units",,,72.18333,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2004","2004","PC","Percentage","0","Units",,,72.45,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2005","2005","PC","Percentage","0","Units",,,72.44167,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2006","2006","PC","Percentage","0","Units",,,72.70834,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2007","2007","PC","Percentage","0","Units",,,73.325,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2008","2008","PC","Percentage","0","Units",,,73.35,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2009","2009","PC","Percentage","0","Units",,,71.26667,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2010","2010","PC","Percentage","0","Units",,,71.29166,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2011","2011","PC","Percentage","0","Units",,,71.71667,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2012","2012","PC","Percentage","0","Units",,,71.925,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2013","2013","PC","Percentage","0","Units",,,72.29166,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2014","2014","PC","Percentage","0","Units",,,72.13333,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2015","2015","PC","Percentage","0","Units",,,72.35833,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2016","2016","PC","Percentage","0","Units",,,72.33334,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2017","2017","PC","Percentage","0","Units",,,73.15833,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2018","2018","PC","Percentage","0","Units",,,73.53333,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2019","2019","PC","Percentage","0","Units",,,74.15,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2020","2020","PC","Percentage","0","Units",,,69.96667,,
"CAN","Canada","LREM64TT","Employment rate, Aged 15-64, All persons","STSA","Level, rate or quantity series, s.a.","A","Annual","2021","2021","PC","Percentage","0","Units",,,73.23333,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1998","1998","PC","Percentage","0","Units",,,58.725,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","1999","1999","PC","Percentage","0","Units",,,57.375,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2000","2000","PC","Percentage","0","Units",,,56.9,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2001","2001","PC","Percentage","0","Units",,,56.925,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2002","2002","PC","Percentage","0","Units",,,57.025,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2003","2003","PC","Percentage","0","Units",,,56.35,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2004","2004","PC","Percentage","0","Units",,,56,"B","Break"
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2005","2005","PC","Percentage","0","Units",,,56.25,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2006","2006","PC","Percentage","0","Units",,,56.775,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2007","2007","PC","Percentage","0","Units",,,57.275,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2008","2008","PC","Percentage","0","Units",,,57.575,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2009","2009","PC","Percentage","0","Units",,,56.675,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2010","2010","PC","Percentage","0","Units",,,56.25,"B","Break"
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2011","2011","PC","Percentage","0","Units",,,57.25,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2012","2012","PC","Percentage","0","Units",,,58.25,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2013","2013","PC","Percentage","0","Units",,,59.625,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2014","2014","PC","Percentage","0","Units",,,60.675,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2015","2015","PC","Percentage","0","Units",,,62.375,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2016","2016","PC","Percentage","0","Units",,,64.4,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2017","2017","PC","Percentage","0","Units",,,66.175,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2018","2018","PC","Percentage","0","Units",,,67.625,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2019","2019","PC","Percentage","0","Units",,,68.075,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2020","2020","PC","Percentage","0","Units",,,67.075,,
"CZE","Czech Republic","LREM64FE","Employment rate, Aged 15-64, Females","STSA","Level, rate or quantity series, s.a.","A","Annual","2021","2021","PC","Percentage","0","Units",,,67.15,"B","Break"
"CZE","Czech Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1998","1998","PC","Percentage","0","Units",,,75.95,,
"CZE","Czech Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","1999","1999","PC","Percentage","0","Units",,,74,,
"CZE","Czech Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2000","2000","PC","Percentage","0","Units",,,73.15,,
"CZE","Czech Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2001","2001","PC","Percentage","0","Units",,,73.175,,
"CZE","Czech Republic","LREM64MA","Employment rate, Aged 15-64, Males","STSA","Level, rate or quantity series, s.a.","A","Annual","2002","2002","PC","Percentage","0","Units",,,73.875,,
