"ID";"Sex";"Regions";"Periods";"PopulationOn31December_20"
"12989";"T001038";"GM0500";"2017JJ00";""
"12990";"T001038";"GM0500";"2018JJ00";""
"12991";"T001038";"GM0500";"2019JJ00";""
"12992";"T001038";"GM0500";"2020JJ00";""
"13047";"T001038";"GM0758";"2014JJ00";"  180937"
"13048";"T001038";"GM0758";"2015JJ00";"  181611"
"13049";"T001038";"GM0758";"2016JJ00";"  182304"
"13050";"T001038";"GM0758";"2017JJ00";"  183448"
"13051";"T001038";"GM0758";"2018JJ00";"  183873"
"13052";"T001038";"GM0758";"2019JJ00";"  184069"
"13053";"T001038";"GM0758";"2020JJ00";"  184126"
"13108";"T001038";"GM0194";"2014JJ00";""
"13109";"T001038";"GM0194";"2015JJ00";""
"13110";"T001038";"GM0194";"2016JJ00";""
"13111";"T001038";"GM0194";"2017JJ00";""
"13112";"T001038";"GM0194";"2018JJ00";""
"13113";"T001038";"GM0194";"2019JJ00";""
"13114";"T001038";"GM0194";"2020JJ00";""
"13169";"T001038";"GM0655";"2014JJ00";""
"13170";"T001038";"GM0655";"2015JJ00";""
"13171";"T001038";"GM0655";"2016JJ00";""
"13172";"T001038";"GM0655";"2017JJ00";""
"13173";"T001038";"GM0655";"2018JJ00";""
"13174";"T001038";"GM0655";"2019JJ00";""
"13175";"T001038";"GM0655";"2020JJ00";""
"13230";"T001038";"GM0311";"2014JJ00";""
"13231";"T001038";"GM0311";"2015JJ00";""
"13232";"T001038";"GM0311";"2016JJ00";""
"13233";"T001038";"GM0311";"2017JJ00";""
"13234";"T001038";"GM0311";"2018JJ00";""
"13235";"T001038";"GM0311";"2019JJ00";""
"13236";"T001038";"GM0311";"2020JJ00";""
"13291";"T001038";"GM0501";"2014JJ00";"   16467"
"13292";"T001038";"GM0501";"2015JJ00";"   16640"
"13293";"T001038";"GM0501";"2016JJ00";"   16833"
"13294";"T001038";"GM0501";"2017JJ00";"   17040"
"13295";"T001038";"GM0501";"2018JJ00";"   17182"
"13296";"T001038";"GM0501";"2019JJ00";"   17271"
"13297";"T001038";"GM0501";"2020JJ00";"   17439"
"13352";"T001038";"GM0380";"2014JJ00";""
"13353";"T001038";"GM0380";"2015JJ00";""
"13354";"T001038";"GM0380";"2016JJ00";""
"13355";"T001038";"GM0380";"2017JJ00";""
"13356";"T001038";"GM0380";"2018JJ00";""
"13357";"T001038";"GM0380";"2019JJ00";""
"13358";"T001038";"GM0380";"2020JJ00";""
"13413";"T001038";"GM0898";"2014JJ00";""
"13414";"T001038";"GM0898";"2015JJ00";""
"13415";"T001038";"GM0898";"2016JJ00";""
"13416";"T001038";"GM0898";"2017JJ00";""
"13417";"T001038";"GM0898";"2018JJ00";""
"13418";"T001038";"GM0898";"2019JJ00";""
"13419";"T001038";"GM0898";"2020JJ00";""
"13474";"T001038";"GM1876";"2014JJ00";"   36726"
"13475";"T001038";"GM1876";"2015JJ00";"   36510"
"13476";"T001038";"GM1876";"2016JJ00";"   36410"
"13477";"T001038";"GM1876";"2017JJ00";"   36352"
"13478";"T001038";"GM1876";"2018JJ00";"   36212"
"13479";"T001038";"GM1876";"2019JJ00";"   36055"
"13480";"T001038";"GM1876";"2020JJ00";"   36087"
"13535";"T001038";"GM0656";"2014JJ00";""
"13536";"T001038";"GM0656";"2015JJ00";""
"13537";"T001038";"GM0656";"2016JJ00";""
"13538";"T001038";"GM0656";"2017JJ00";""
"13539";"T001038";"GM0656";"2018JJ00";""
"13540";"T001038";"GM0656";"2019JJ00";""
"13541";"T001038";"GM0656";"2020JJ00";""
"13596";"T001038";"GM0657";"2014JJ00";""
"13597";"T001038";"GM0657";"2015JJ00";""
"13598";"T001038";"GM0657";"2016JJ00";""
"13599";"T001038";"GM0657";"2017JJ00";""
"13600";"T001038";"GM0657";"2018JJ00";""
"13601";"T001038";"GM0657";"2019JJ00";""
"13602";"T001038";"GM0657";"2020JJ00";""
"13657";"T001038";"GM0213";"2014JJ00";"   20983"
"13658";"T001038";"GM0213";"2015JJ00";"   20938"
"13659";"T001038";"GM0213";"2016JJ00";"   20843"
"13660";"T001038";"GM0213";"2017JJ00";"   20771"
"13661";"T001038";"GM0213";"2018JJ00";"   20698"
"13662";"T001038";"GM0213";"2019JJ00";"   20726"
"13663";"T001038";"GM0213";"2020JJ00";"   20884"
"13718";"T001038";"GM0899";"2014JJ00";"   28656"
"13719";"T001038";"GM0899";"2015JJ00";"   28448"
"13720";"T001038";"GM0899";"2016JJ00";"   28358"
"13721";"T001038";"GM0899";"2017JJ00";"   28241"
"13722";"T001038";"GM0899";"2018JJ00";"   28103"
"13723";"T001038";"GM0899";"2019JJ00";"   27821"
"13724";"T001038";"GM0899";"2020JJ00";"   27670"
"13779";"T001038";"GM0759";"2014JJ00";""
"13780";"T001038";"GM0759";"2015JJ00";""
"13781";"T001038";"GM0759";"2016JJ00";""
"13782";"T001038";"GM0759";"2017JJ00";""
"13783";"T001038";"GM0759";"2018JJ00";""
"13784";"T001038";"GM0759";"2019JJ00";""
"13785";"T001038";"GM0759";"2020JJ00";""
"13840";"T001038";"GM0900";"2014JJ00";""
"13841";"T001038";"GM0900";"2015JJ00";""
"13842";"T001038";"GM0900";"2016JJ00";""
"13843";"T001038";"GM0900";"2017JJ00";""
"13844";"T001038";"GM0900";"2018JJ00";""
"13845";"T001038";"GM0900";"2019JJ00";""
"13846";"T001038";"GM0900";"2020JJ00";""
"13901";"T001038";"GM0312";"2014JJ00";"   14662"
"13902";"T001038";"GM0312";"2015JJ00";"   14773"
"13903";"T001038";"GM0312";"2016JJ00";"   15156"
"13904";"T001038";"GM0312";"2017JJ00";"   15214"
"13905";"T001038";"GM0312";"2018JJ00";"   15192"
"13906";"T001038";"GM0312";"2019JJ00";"   15191"
"13907";"T001038";"GM0312";"2020JJ00";"   15341"
"13962";"T001038";"GM0313";"2014JJ00";"   20647"
"13963";"T001038";"GM0313";"2015JJ00";"   20823"
"13964";"T001038";"GM0313";"2016JJ00";"   21020"
"13965";"T001038";"GM0313";"2017JJ00";"   21266"
"13966";"T001038";"GM0313";"2018JJ00";"   21576"
"13967";"T001038";"GM0313";"2019JJ00";"   21866"
"13968";"T001038";"GM0313";"2020JJ00";"   22019"
"14023";"T001038";"GM0214";"2014JJ00";"   26117"
"14024";"T001038";"GM0214";"2015JJ00";"   26202"
"14025";"T001038";"GM0214";"2016JJ00";"   26348"
"14026";"T001038";"GM0214";"2017JJ00";"   26365"
"14027";"T001038";"GM0214";"2018JJ00";"   26568"
"14028";"T001038";"GM0214";"2019JJ00";"   26749"
"14029";"T001038";"GM0214";"2020JJ00";"   27009"
"14084";"T001038";"GM1035";"2014JJ00";""
"14085";"T001038";"GM1035";"2015JJ00";""
"14086";"T001038";"GM1035";"2016JJ00";""
"14087";"T001038";"GM1035";"2017JJ00";""
"14088";"T001038";"GM1035";"2018JJ00";""
"14089";"T001038";"GM1035";"2019JJ00";""
"14090";"T001038";"GM1035";"2020JJ00";""
"14145";"T001038";"GM0381";"2014JJ00";"   32870"
"14146";"T001038";"GM0381";"2015JJ00";"   33097"
"14147";"T001038";"GM0381";"2016JJ00";""
"14148";"T001038";"GM0381";"2017JJ00";""
"14149";"T001038";"GM0381";"2018JJ00";""
"14150";"T001038";"GM0381";"2019JJ00";""
"14151";"T001038";"GM0381";"2020JJ00";""
"14206";"T001038";"GM0215";"2014JJ00";""
"14207";"T001038";"GM0215";"2015JJ00";""
"14208";"T001038";"GM0215";"2016JJ00";""
"14209";"T001038";"GM0215";"2017JJ00";""
"14210";"T001038";"GM0215";"2018JJ00";""
"14211";"T001038";"GM0215";"2019JJ00";""
"14212";"T001038";"GM0215";"2020JJ00";""
"14267";"T001038";"GM0901";"2014JJ00";""
"14268";"T001038";"GM0901";"2015JJ00";""
"14269";"T001038";"GM0901";"2016JJ00";""
"14270";"T001038";"GM0901";"2017JJ00";""
"14271";"T001038";"GM0901";"2018JJ00";""
"14272";"T001038";"GM0901";"2019JJ00";""
"14273";"T001038";"GM0901";"2020JJ00";""
"14328";"T001038";"GM0658";"2014JJ00";""
"14329";"T001038";"GM0658";"2015JJ00";""
"14330";"T001038";"GM0658";"2016JJ00";""
"14331";"T001038";"GM0658";"2017JJ00";""
"14332";"T001038";"GM0658";"2018JJ00";""
"14333";"T001038";"GM0658";"2019JJ00";""
"14334";"T001038";"GM0658";"2020JJ00";""
"14389";"T001038";"GM0382";"2014JJ00";""
"14390";"T001038";"GM0382";"2015JJ00";""
"14391";"T001038";"GM0382";"2016JJ00";""
"14392";"T001038";"GM0382";"2017JJ00";""
"14393";"T001038";"GM0382";"2018JJ00";""
"14394";"T001038";"GM0382";"2019JJ00";""
"14395";"T001038";"GM0382";"2020JJ00";""
"14450";"T001038";"GM0502";"2014JJ00";"   66478"
"14451";"T001038";"GM0502";"2015JJ00";"   66486"
"14452";"T001038";"GM0502";"2016JJ00";"   66421"
"14453";"T001038";"GM0502";"2017JJ00";"   66854"
"14454";"T001038";"GM0502";"2018JJ00";"   66818"
"14455";"T001038";"GM0502";"2019JJ00";"   67122"
"14456";"T001038";"GM0502";"2020JJ00";"   67319"
"14511";"T001038";"GM0383";"2014JJ00";"   34361"
"14512";"T001038";"GM0383";"2015JJ00";"   34604"
"14513";"T001038";"GM0383";"2016JJ00";"   35216"
"14514";"T001038";"GM0383";"2017JJ00";"   35608"
"14515";"T001038";"GM0383";"2018JJ00";"   35772"
"14516";"T001038";"GM0383";"2019JJ00";"   35986"
"14517";"T001038";"GM0383";"2020JJ00";"   36086"
"14572";"T001038";"GM0760";"2014JJ00";""
"14573";"T001038";"GM0760";"2015JJ00";""
"14574";"T001038";"GM0760";"2016JJ00";""
"14575";"T001038";"GM0760";"2017JJ00";""
"14576";"T001038";"GM0760";"2018JJ00";""
"14577";"T001038";"GM0760";"2019JJ00";""
"14578";"T001038";"GM0760";"2020JJ00";""
"14633";"T001038";"GM0659";"2014JJ00";""
"14634";"T001038";"GM0659";"2015JJ00";""
"14635";"T001038";"GM0659";"2016JJ00";""
"14636";"T001038";"GM0659";"2017JJ00";""
"14637";"T001038";"GM0659";"2018JJ00";""
"14638";"T001038";"GM0659";"2019JJ00";""
"14639";"T001038";"GM0659";"2020JJ00";""
"14694";"T001038";"GM0109";"2014JJ00";"   35535"
"14695";"T001038";"GM0109";"2015JJ00";"   35381"
"14696";"T001038";"GM0109";"2016JJ00";"   35286"
"14697";"T001038";"GM0109";"2017JJ00";"   35299"
"14698";"T001038";"GM0109";"2018JJ00";"   35483"
"14699";"T001038";"GM0109";"2019JJ00";"   35297"
"14700";"T001038";"GM0109";"2020JJ00";"   35317"
"14755";"T001038";"GM0314";"2014JJ00";""
"14756";"T001038";"GM0314";"2015JJ00";""
"14757";"T001038";"GM0314";"2016JJ00";""
"14758";"T001038";"GM0314";"2017JJ00";""
"14759";"T001038";"GM0314";"2018JJ00";""
"14760";"T001038";"GM0314";"2019JJ00";""
"14761";"T001038";"GM0314";"2020JJ00";""
"14816";"T001038";"GM1706";"2014JJ00";"   20542"
"14817";"T001038";"GM1706";"2015JJ00";"   20660"
"14818";"T001038";"GM1706";"2016JJ00";"   20676"
"14819";"T001038";"GM1706";"2017JJ00";"   20336"
"14820";"T001038";"GM1706";"2018JJ00";"   20440"
"14821";"T001038";"GM1706";"2019JJ00";"   21138"
"14822";"T001038";"GM1706";"2020JJ00";"   21001"
"14877";"T001038";"GM0611";"2014JJ00";"   12784"
"14878";"T001038";"GM0611";"2015JJ00";"   12755"
"14879";"T001038";"GM0611";"2016JJ00";"   12797"
"14880";"T001038";"GM0611";"2017JJ00";"   12826"
"14881";"T001038";"GM0611";"2018JJ00";"   12916"
"14882";"T001038";"GM0611";"2019JJ00";""
"14883";"T001038";"GM0611";"2020JJ00";""
"14938";"T001038";"GM1684";"2014JJ00";"   24649"
"14939";"T001038";"GM1684";"2015JJ00";"   24608"
"14940";"T001038";"GM1684";"2016JJ00";"   24696"
"14941";"T001038";"GM1684";"2017JJ00";"   24911"
"14942";"T001038";"GM1684";"2018JJ00";"   24931"
"14943";"T001038";"GM1684";"2019JJ00";"   25130"
"14944";"T001038";"GM1684";"2020JJ00";"   25404"
"14999";"T001038";"GM0761";"2014JJ00";""
"15000";"T001038";"GM0761";"2015JJ00";""
"15001";"T001038";"GM0761";"2016JJ00";""
"15002";"T001038";"GM0761";"2017JJ00";""
"15003";"T001038";"GM0761";"2018JJ00";""
"15004";"T001038";"GM0761";"2019JJ00";""
"15005";"T001038";"GM0761";"2020JJ00";""
"15060";"T001038";"GM0216";"2014JJ00";"   27560"
"15061";"T001038";"GM0216";"2015JJ00";"   27644"
"15062";"T001038";"GM0216";"2016JJ00";"   27864"
"15063";"T001038";"GM0216";"2017JJ00";"   28195"
"15064";"T001038";"GM0216";"2018JJ00";"   28555"
"15065";"T001038";"GM0216";"2019JJ00";"   28955"
"15066";"T001038";"GM0216";"2020JJ00";"   29121"
"15121";"T001038";"GM0110";"2014JJ00";""
"15122";"T001038";"GM0110";"2015JJ00";""
"15123";"T001038";"GM0110";"2016JJ00";""
"15124";"T001038";"GM0110";"2017JJ00";""
"15125";"T001038";"GM0110";"2018JJ00";""
"15126";"T001038";"GM0110";"2019JJ00";""
"15127";"T001038";"GM0110";"2020JJ00";""
"15182";"T001038";"GM0148";"2014JJ00";"   27677"
"15183";"T001038";"GM0148";"2015JJ00";"   27916"
"15184";"T001038";"GM0148";"2016JJ00";"   28070"
"15185";"T001038";"GM0148";"2017JJ00";"   28242"
"15186";"T001038";"GM0148";"2018JJ00";"   28499"
"15187";"T001038";"GM0148";"2019JJ00";"   28587"
"15188";"T001038";"GM0148";"2020JJ00";"   28901"
"15243";"T001038";"GM0065";"2014JJ00";""
"15244";"T001038";"GM0065";"2015JJ00";""
"15245";"T001038";"GM0065";"2016JJ00";""
"15246";"T001038";"GM0065";"2017JJ00";""
"15247";"T001038";"GM0065";"2018JJ00";""
"15248";"T001038";"GM0065";"2019JJ00";""
"15249";"T001038";"GM0065";"2020JJ00";""
"15304";"T001038";"GM1891";"2014JJ00";"   19059"
"15305";"T001038";"GM1891";"2015JJ00";"   19015"
"15306";"T001038";"GM1891";"2016JJ00";"   18942"
"15307";"T001038";"GM1891";"2017JJ00";"   18904"
"15308";"T001038";"GM1891";"2018JJ00";"   18923"
"15309";"T001038";"GM1891";"2019JJ00";"   18922"
"15310";"T001038";"GM1891";"2020JJ00";"   18943"
"15365";"T001038";"GM0217";"2014JJ00";""
"15366";"T001038";"GM0217";"2015JJ00";""
"15367";"T001038";"GM0217";"2016JJ00";""
"15368";"T001038";"GM0217";"2017JJ00";""
"15369";"T001038";"GM0217";"2018JJ00";""
"15370";"T001038";"GM0217";"2019JJ00";""
"15371";"T001038";"GM0217";"2020JJ00";""
"15426";"T001038";"GM0503";"2014JJ00";"  101030"
"15427";"T001038";"GM0503";"2015JJ00";"  101034"
"15428";"T001038";"GM0503";"2016JJ00";"  101381"
"15429";"T001038";"GM0503";"2017JJ00";"  102253"
"15430";"T001038";"GM0503";"2018JJ00";"  103163"
"15431";"T001038";"GM0503";"2019JJ00";"  103595"
"15432";"T001038";"GM0503";"2020JJ00";"  103581"
"15487";"T001038";"GM0010";"2014JJ00";"   25409"
"15488";"T001038";"GM0010";"2015JJ00";"   25068"
"15489";"T001038";"GM0010";"2016JJ00";"   24965"
"15490";"T001038";"GM0010";"2017JJ00";"   24863"
"15491";"T001038";"GM0010";"2018JJ00";"   24716"
"15492";"T001038";"GM0010";"2019JJ00";"   24678"
"15493";"T001038";"GM0010";"2020JJ00";"   24596"
"15548";"T001038";"GM0149";"2014JJ00";""
"15549";"T001038";"GM0149";"2015JJ00";""
"15550";"T001038";"GM0149";"2016JJ00";""
"15551";"T001038";"GM0149";"2017JJ00";""
"15552";"T001038";"GM0149";"2018JJ00";""
"15553";"T001038";"GM0149";"2019JJ00";""
"15554";"T001038";"GM0149";"2020JJ00";""
"15609";"T001038";"GM0762";"2014JJ00";"   31765"
"15610";"T001038";"GM0762";"2015JJ00";"   31878"
"15611";"T001038";"GM0762";"2016JJ00";"   31933"
"15612";"T001038";"GM0762";"2017JJ00";"   32137"
"15613";"T001038";"GM0762";"2018JJ00";"   32362"
"15614";"T001038";"GM0762";"2019JJ00";"   32471"
"15615";"T001038";"GM0762";"2020JJ00";"   32437"
"15670";"T001038";"GM0150";"2014JJ00";"   98540"
"15671";"T001038";"GM0150";"2015JJ00";"   98869"
"15672";"T001038";"GM0150";"2016JJ00";"   99295"
"15673";"T001038";"GM0150";"2017JJ00";"   99653"
"15674";"T001038";"GM0150";"2018JJ00";"   99957"
"15675";"T001038";"GM0150";"2019JJ00";"  100719"
"15676";"T001038";"GM0150";"2020JJ00";"  101236"
"15731";"T001038";"GM0218";"2014JJ00";""
"15732";"T001038";"GM0218";"2015JJ00";""
"15733";"T001038";"GM0218";"2016JJ00";""
"15734";"T001038";"GM0218";"2017JJ00";""
"15735";"T001038";"GM0218";"2018JJ00";""
"15736";"T001038";"GM0218";"2019JJ00";""
"15737";"T001038";"GM0218";"2020JJ00";""
"15792";"T001038";"GM0384";"2014JJ00";"   26666"
"15793";"T001038";"GM0384";"2015JJ00";"   26840"
"15794";"T001038";"GM0384";"2016JJ00";"   27272"
"15795";"T001038";"GM0384";"2017JJ00";"   28121"
"15796";"T001038";"GM0384";"2018JJ00";"   29196"
"15797";"T001038";"GM0384";"2019JJ00";"   30780"
"15798";"T001038";"GM0384";"2020JJ00";"   31334"
"15853";"T001038";"GM0151";"2014JJ00";""
"15854";"T001038";"GM0151";"2015JJ00";""
"15855";"T001038";"GM0151";"2016JJ00";""
"15856";"T001038";"GM0151";"2017JJ00";""
"15857";"T001038";"GM0151";"2018JJ00";""
"15858";"T001038";"GM0151";"2019JJ00";""
"15859";"T001038";"GM0151";"2020JJ00";""
"15914";"T001038";"GM0152";"2014JJ00";""
"15915";"T001038";"GM0152";"2015JJ00";""
"15916";"T001038";"GM0152";"2016JJ00";""
"15917";"T001038";"GM0152";"2017JJ00";""
"15918";"T001038";"GM0152";"2018JJ00";""
"15919";"T001038";"GM0152";"2019JJ00";""
"15920";"T001038";"GM0152";"2020JJ00";""
"15975";"T001038";"GM0763";"2014JJ00";""
"15976";"T001038";"GM0763";"2015JJ00";""
"15977";"T001038";"GM0763";"2016JJ00";""
"15978";"T001038";"GM0763";"2017JJ00";""
"15979";"T001038";"GM0763";"2018JJ00";""
"15980";"T001038";"GM0763";"2019JJ00";""
"15981";"T001038";"GM0763";"2020JJ00";""
"16036";"T001038";"GM0111";"2014JJ00";""
"16037";"T001038";"GM0111";"2015JJ00";""
"16038";"T001038";"GM0111";"2016JJ00";""
"16039";"T001038";"GM0111";"2017JJ00";""
"16040";"T001038";"GM0111";"2018JJ00";""
"16041";"T001038";"GM0111";"2019JJ00";""
"16042";"T001038";"GM0111";"2020JJ00";""
"16097";"T001038";"GM1774";"2014JJ00";"   25928"
"16098";"T001038";"GM1774";"2015JJ00";"   26120"
"16099";"T001038";"GM1774";"2016JJ00";"   26244"
"16100";"T001038";"GM1774";"2017JJ00";"   26291"
"16101";"T001038";"GM1774";"2018JJ00";"   26350"
"16102";"T001038";"GM1774";"2019JJ00";"   26461"
"16103";"T001038";"GM1774";"2020JJ00";"   26606"
"16158";"T001038";"GM0764";"2014JJ00";""
"16159";"T001038";"GM0764";"2015JJ00";""
"16160";"T001038";"GM0764";"2016JJ00";""
"16161";"T001038";"GM0764";"2017JJ00";""
"16162";"T001038";"GM0764";"2018JJ00";""
"16163";"T001038";"GM0764";"2019JJ00";""
"16164";"T001038";"GM0764";"2020JJ00";""
"16219";"T001038";"GM1044";"2014JJ00";""
"16220";"T001038";"GM1044";"2015JJ00";""
"16221";"T001038";"GM1044";"2016JJ00";""
"16222";"T001038";"GM1044";"2017JJ00";""
"16223";"T001038";"GM1044";"2018JJ00";""
"16224";"T001038";"GM1044";"2019JJ00";""
"16225";"T001038";"GM1044";"2020JJ00";""
"16280";"T001038";"GM0219";"2014JJ00";""
"16281";"T001038";"GM0219";"2015JJ00";""
"16282";"T001038";"GM0219";"2016JJ00";""
"16283";"T001038";"GM0219";"2017JJ00";""
"16284";"T001038";"GM0219";"2018JJ00";""
"16285";"T001038";"GM0219";"2019JJ00";""
"16286";"T001038";"GM0219";"2020JJ00";""
"16341";"T001038";"GM0504";"2014JJ00";""
"16342";"T001038";"GM0504";"2015JJ00";""
"16343";"T001038";"GM0504";"2016JJ00";""
"16344";"T001038";"GM0504";"2017JJ00";""
"16345";"T001038";"GM0504";"2018JJ00";""
"16346";"T001038";"GM0504";"2019JJ00";""
"16347";"T001038";"GM0504";"2020JJ00";""
"16402";"T001038";"GM0220";"2014JJ00";""
"16403";"T001038";"GM0220";"2015JJ00";""
"16404";"T001038";"GM0220";"2016JJ00";""
"16405";"T001038";"GM0220";"2017JJ00";""
"16406";"T001038";"GM0220";"2018JJ00";""
"16407";"T001038";"GM0220";"2019JJ00";""
"16408";"T001038";"GM0220";"2020JJ00";""
"16463";"T001038";"GM0221";"2014JJ00";"   11355"
"16464";"T001038";"GM0221";"2015JJ00";"   11336"
"16465";"T001038";"GM0221";"2016JJ00";"   11341"
"16466";"T001038";"GM0221";"2017JJ00";"   11328"
"16467";"T001038";"GM0221";"2018JJ00";"   11148"
"16468";"T001038";"GM0221";"2019JJ00";"   11077"
"16469";"T001038";"GM0221";"2020JJ00";"   11064"
"16524";"T001038";"GM0222";"2014JJ00";"   56484"
"16525";"T001038";"GM0222";"2015JJ00";"   56827"
"16526";"T001038";"GM0222";"2016JJ00";"   57068"
"16527";"T001038";"GM0222";"2017JJ00";"   57382"
"16528";"T001038";"GM0222";"2018JJ00";"   57555"
"16529";"T001038";"GM0222";"2019JJ00";"   58001"
"16530";"T001038";"GM0222";"2020JJ00";"   58270"
"16585";"T001038";"GM0066";"2014JJ00";""
"16586";"T001038";"GM0066";"2015JJ00";""
"16587";"T001038";"GM0066";"2016JJ00";""
"16588";"T001038";"GM0066";"2017JJ00";""
"16589";"T001038";"GM0066";"2018JJ00";""
"16590";"T001038";"GM0066";"2019JJ00";""
"16591";"T001038";"GM0066";"2020JJ00";""
"16646";"T001038";"GM0660";"2014JJ00";""
"16647";"T001038";"GM0660";"2015JJ00";""
"16648";"T001038";"GM0660";"2016JJ00";""
"16649";"T001038";"GM0660";"2017JJ00";""
"16650";"T001038";"GM0660";"2018JJ00";""
"16651";"T001038";"GM0660";"2019JJ00";""
"16652";"T001038";"GM0660";"2020JJ00";""
"16707";"T001038";"GM0766";"2014JJ00";"   25395"
"16708";"T001038";"GM0766";"2015JJ00";"   25413"
"16709";"T001038";"GM0766";"2016JJ00";"   25509"
"16710";"T001038";"GM0766";"2017JJ00";"   25777"
"16711";"T001038";"GM0766";"2018JJ00";"   26051"
"16712";"T001038";"GM0766";"2019JJ00";"   26222"
"16713";"T001038";"GM0766";"2020JJ00";"   26368"
"16768";"T001038";"GM0058";"2014JJ00";"   23983"
"16769";"T001038";"GM0058";"2015JJ00";"   23932"
"16770";"T001038";"GM0058";"2016JJ00";"   23901"
"16771";"T001038";"GM0058";"2017JJ00";"   23789"
"16772";"T001038";"GM0058";"2018JJ00";"   23845"
"16773";"T001038";"GM0058";"2019JJ00";""
"16774";"T001038";"GM0058";"2020JJ00";""
"16829";"T001038";"GM0067";"2014JJ00";""
"16830";"T001038";"GM0067";"2015JJ00";""
"16831";"T001038";"GM0067";"2016JJ00";""
"16832";"T001038";"GM0067";"2017JJ00";""
"16833";"T001038";"GM0067";"2018JJ00";""
"16834";"T001038";"GM0067";"2019JJ00";""
"16835";"T001038";"GM0067";"2020JJ00";""
"16890";"T001038";"GM0315";"2014JJ00";""
"16891";"T001038";"GM0315";"2015JJ00";""
"16892";"T001038";"GM0315";"2016JJ00";""
"16893";"T001038";"GM0315";"2017JJ00";""
"16894";"T001038";"GM0315";"2018JJ00";""
"16895";"T001038";"GM0315";"2019JJ00";""
"16896";"T001038";"GM0315";"2020JJ00";""
"16951";"T001038";"GM0223";"2014JJ00";""
"16952";"T001038";"GM0223";"2015JJ00";""
"16953";"T001038";"GM0223";"2016JJ00";""
"16954";"T001038";"GM0223";"2017JJ00";""
"16955";"T001038";"GM0223";"2018JJ00";""
"16956";"T001038";"GM0223";"2019JJ00";""
"16957";"T001038";"GM0223";"2020JJ00";""
"17012";"T001038";"GM0505";"2014JJ00";"  118899"
"17013";"T001038";"GM0505";"2015JJ00";"  118801"
"17014";"T001038";"GM0505";"2016JJ00";"  118731"
"17015";"T001038";"GM0505";"2017JJ00";"  118426"
"17016";"T001038";"GM0505";"2018JJ00";"  118654"
"17017";"T001038";"GM0505";"2019JJ00";"  119284"
"17018";"T001038";"GM0505";"2020JJ00";"  119115"
"17073";"T001038";"GM0498";"2014JJ00";"   19294"
"17074";"T001038";"GM0498";"2015JJ00";"   19400"
"17075";"T001038";"GM0498";"2016JJ00";"   19384"
"17076";"T001038";"GM0498";"2017JJ00";"   19440"
"17077";"T001038";"GM0498";"2018JJ00";"   19597"
"17078";"T001038";"GM0498";"2019JJ00";"   19719"
"17079";"T001038";"GM0498";"2020JJ00";"   19838"
"17134";"T001038";"GM1047";"2014JJ00";""
"17135";"T001038";"GM1047";"2015JJ00";""
"17136";"T001038";"GM1047";"2016JJ00";""
"17137";"T001038";"GM1047";"2017JJ00";""
"17138";"T001038";"GM1047";"2018JJ00";""
"17139";"T001038";"GM1047";"2019JJ00";""
"17140";"T001038";"GM1047";"2020JJ00";""
"17195";"T001038";"GM0224";"2014JJ00";""
"17196";"T001038";"GM0224";"2015JJ00";""
"17197";"T001038";"GM0224";"2016JJ00";""
"17198";"T001038";"GM0224";"2017JJ00";""
"17199";"T001038";"GM0224";"2018JJ00";""
"17200";"T001038";"GM0224";"2019JJ00";""
"17201";"T001038";"GM0224";"2020JJ00";""
"17256";"T001038";"GM0316";"2014JJ00";""
"17257";"T001038";"GM0316";"2015JJ00";""
"17258";"T001038";"GM0316";"2016JJ00";""
"17259";"T001038";"GM0316";"2017JJ00";""
"17260";"T001038";"GM0316";"2018JJ00";""
"17261";"T001038";"GM0316";"2019JJ00";""
"17262";"T001038";"GM0316";"2020JJ00";""
"17317";"T001038";"GM0506";"2014JJ00";""
"17318";"T001038";"GM0506";"2015JJ00";""
"17319";"T001038";"GM0506";"2016JJ00";""
"17320";"T001038";"GM0506";"2017JJ00";""
"17321";"T001038";"GM0506";"2018JJ00";""
"17322";"T001038";"GM0506";"2019JJ00";""
"17323";"T001038";"GM0506";"2020JJ00";""
"17378";"T001038";"GM0661";"2014JJ00";""
"17379";"T001038";"GM0661";"2015JJ00";""
"17380";"T001038";"GM0661";"2016JJ00";""
"17381";"T001038";"GM0661";"2017JJ00";""
"17382";"T001038";"GM0661";"2018JJ00";""
"17383";"T001038";"GM0661";"2019JJ00";""
"17384";"T001038";"GM0661";"2020JJ00";""
"17439";"T001038";"GM1719";"2014JJ00";"   26703"
"17440";"T001038";"GM1719";"2015JJ00";"   26815"
"17441";"T001038";"GM1719";"2016JJ00";"   26869"
"17442";"T001038";"GM1719";"2017JJ00";"   27063"
"17443";"T001038";"GM1719";"2018JJ00";"   27150"
"17444";"T001038";"GM1719";"2019JJ00";"   27272"
"17445";"T001038";"GM1719";"2020JJ00";"   27325"
"17500";"T001038";"GM0303";"2014JJ00";"   40363"
"17501";"T001038";"GM0303";"2015JJ00";"   40592"
"17502";"T001038";"GM0303";"2016JJ00";"   40746"
"17503";"T001038";"GM0303";"2017JJ00";"   40735"
"17504";"T001038";"GM0303";"2018JJ00";"   40815"
"17505";"T001038";"GM0303";"2019JJ00";"   41555"
"17506";"T001038";"GM0303";"2020JJ00";"   42011"
"17561";"T001038";"GM0767";"2014JJ00";""
"17562";"T001038";"GM0767";"2015JJ00";""
