"ID";"Sex";"Regions";"Periods";"PopulationOn31December_20"
"40009";"T001038";"GM0026";"2014JJ00";""
"40010";"T001038";"GM0026";"2015JJ00";""
"40011";"T001038";"GM0026";"2016JJ00";""
"40012";"T001038";"GM0026";"2017JJ00";""
"40013";"T001038";"GM0026";"2018JJ00";""
"40014";"T001038";"GM0026";"2019JJ00";""
"40015";"T001038";"GM0026";"2020JJ00";""
"40070";"T001038";"GM0557";"2014JJ00";""
"40071";"T001038";"GM0557";"2015JJ00";""
"40072";"T001038";"GM0557";"2016JJ00";""
"40073";"T001038";"GM0557";"2017JJ00";""
"40074";"T001038";"GM0557";"2018JJ00";""
"40075";"T001038";"GM0557";"2019JJ00";""
"40076";"T001038";"GM0557";"2020JJ00";""
"40131";"T001038";"GM0937";"2014JJ00";""
"40132";"T001038";"GM0937";"2015JJ00";""
"40133";"T001038";"GM0937";"2016JJ00";""
"40134";"T001038";"GM0937";"2017JJ00";""
"40135";"T001038";"GM0937";"2018JJ00";""
"40136";"T001038";"GM0937";"2019JJ00";""
"40137";"T001038";"GM0937";"2020JJ00";""
"40192";"T001038";"GM0993";"2014JJ00";""
"40193";"T001038";"GM0993";"2015JJ00";""
"40194";"T001038";"GM0993";"2016JJ00";""
"40195";"T001038";"GM0993";"2017JJ00";""
"40196";"T001038";"GM0993";"2018JJ00";""
"40197";"T001038";"GM0993";"2019JJ00";""
"40198";"T001038";"GM0993";"2020JJ00";""
"40253";"T001038";"GM0938";"2014JJ00";"   19063"
"40254";"T001038";"GM0938";"2015JJ00";"   19040"
"40255";"T001038";"GM0938";"2016JJ00";"   19072"
"40256";"T001038";"GM0938";"2017JJ00";"   19039"
"40257";"T001038";"GM0938";"2018JJ00";"   18923"
"40258";"T001038";"GM0938";"2019JJ00";"   18828"
"40259";"T001038";"GM0938";"2020JJ00";"   18661"
"40314";"T001038";"GM0813";"2014JJ00";""
"40315";"T001038";"GM0813";"2015JJ00";""
"40316";"T001038";"GM0813";"2016JJ00";""
"40317";"T001038";"GM0813";"2017JJ00";""
"40318";"T001038";"GM0813";"2018JJ00";""
"40319";"T001038";"GM0813";"2019JJ00";""
"40320";"T001038";"GM0813";"2020JJ00";""
"40375";"T001038";"GM1948";"2014JJ00";""
"40376";"T001038";"GM1948";"2015JJ00";""
"40377";"T001038";"GM1948";"2016JJ00";""
"40378";"T001038";"GM1948";"2017JJ00";"   80148"
"40379";"T001038";"GM1948";"2018JJ00";"   80815"
"40380";"T001038";"GM1948";"2019JJ00";"   81194"
"40381";"T001038";"GM1948";"2020JJ00";"   81647"
"40436";"T001038";"GM0941";"2014JJ00";""
"40437";"T001038";"GM0941";"2015JJ00";""
"40438";"T001038";"GM0941";"2016JJ00";""
"40439";"T001038";"GM0941";"2017JJ00";""
"40440";"T001038";"GM0941";"2018JJ00";""
"40441";"T001038";"GM0941";"2019JJ00";""
"40442";"T001038";"GM0941";"2020JJ00";""
"40497";"T001038";"GM0939";"2014JJ00";""
"40498";"T001038";"GM0939";"2015JJ00";""
"40499";"T001038";"GM0939";"2016JJ00";""
"40500";"T001038";"GM0939";"2017JJ00";""
"40501";"T001038";"GM0939";"2018JJ00";""
"40502";"T001038";"GM0939";"2019JJ00";""
"40503";"T001038";"GM0939";"2020JJ00";""
"40558";"T001038";"GM1112";"2014JJ00";""
"40559";"T001038";"GM1112";"2015JJ00";""
"40560";"T001038";"GM1112";"2016JJ00";""
"40561";"T001038";"GM1112";"2017JJ00";""
"40562";"T001038";"GM1112";"2018JJ00";""
"40563";"T001038";"GM1112";"2019JJ00";""
"40564";"T001038";"GM1112";"2020JJ00";""
"40619";"T001038";"GM1113";"2014JJ00";""
"40620";"T001038";"GM1113";"2015JJ00";""
"40621";"T001038";"GM1113";"2016JJ00";""
"40622";"T001038";"GM1113";"2017JJ00";""
"40623";"T001038";"GM1113";"2018JJ00";""
"40624";"T001038";"GM1113";"2019JJ00";""
"40625";"T001038";"GM1113";"2020JJ00";""
"40680";"T001038";"GM0083";"2014JJ00";""
"40681";"T001038";"GM0083";"2015JJ00";""
"40682";"T001038";"GM0083";"2016JJ00";""
"40683";"T001038";"GM0083";"2017JJ00";""
"40684";"T001038";"GM0083";"2018JJ00";""
"40685";"T001038";"GM0083";"2019JJ00";""
"40686";"T001038";"GM0083";"2020JJ00";""
"40741";"T001038";"GM1908";"2014JJ00";"   13612"
"40742";"T001038";"GM1908";"2015JJ00";"   13543"
"40743";"T001038";"GM1908";"2016JJ00";"   13454"
"40744";"T001038";"GM1908";"2017JJ00";"   13450"
"40745";"T001038";"GM1908";"2018JJ00";""
"40746";"T001038";"GM1908";"2019JJ00";""
"40747";"T001038";"GM1908";"2020JJ00";""
"40802";"T001038";"GM1987";"2014JJ00";"   12197"
"40803";"T001038";"GM1987";"2015JJ00";"   12233"
"40804";"T001038";"GM1987";"2016JJ00";"   12162"
"40805";"T001038";"GM1987";"2017JJ00";"   12013"
"40806";"T001038";"GM1987";"2018JJ00";""
"40807";"T001038";"GM1987";"2019JJ00";""
"40808";"T001038";"GM1987";"2020JJ00";""
"40863";"T001038";"GM0119";"2014JJ00";"   32799"
"40864";"T001038";"GM0119";"2015JJ00";"   32794"
"40865";"T001038";"GM0119";"2016JJ00";"   33025"
"40866";"T001038";"GM0119";"2017JJ00";"   33410"
"40867";"T001038";"GM0119";"2018JJ00";"   33564"
"40868";"T001038";"GM0119";"2019JJ00";"   33920"
"40869";"T001038";"GM0119";"2020JJ00";"   34386"
"40924";"T001038";"GM0940";"2014JJ00";""
"40925";"T001038";"GM0940";"2015JJ00";""
"40926";"T001038";"GM0940";"2016JJ00";""
"40927";"T001038";"GM0940";"2017JJ00";""
"40928";"T001038";"GM0940";"2018JJ00";""
"40929";"T001038";"GM0940";"2019JJ00";""
"40930";"T001038";"GM0940";"2020JJ00";""
"40985";"T001038";"GM0942";"2014JJ00";""
"40986";"T001038";"GM0942";"2015JJ00";""
"40987";"T001038";"GM0942";"2016JJ00";""
"40988";"T001038";"GM0942";"2017JJ00";""
"40989";"T001038";"GM0942";"2018JJ00";""
"40990";"T001038";"GM0942";"2019JJ00";""
"40991";"T001038";"GM0942";"2020JJ00";""
"41046";"T001038";"GM0687";"2014JJ00";"   47613"
"41047";"T001038";"GM0687";"2015JJ00";"   47873"
"41048";"T001038";"GM0687";"2016JJ00";"   48019"
"41049";"T001038";"GM0687";"2017JJ00";"   48303"
"41050";"T001038";"GM0687";"2018JJ00";"   48544"
"41051";"T001038";"GM0687";"2019JJ00";"   48822"
"41052";"T001038";"GM0687";"2020JJ00";"   48964"
"41107";"T001038";"GM0559";"2014JJ00";""
"41108";"T001038";"GM0559";"2015JJ00";""
"41109";"T001038";"GM0559";"2016JJ00";""
"41110";"T001038";"GM0559";"2017JJ00";""
"41111";"T001038";"GM0559";"2018JJ00";""
"41112";"T001038";"GM0559";"2019JJ00";""
"41113";"T001038";"GM0559";"2020JJ00";""
"41168";"T001038";"GM0421";"2014JJ00";""
"41169";"T001038";"GM0421";"2015JJ00";""
"41170";"T001038";"GM0421";"2016JJ00";""
"41171";"T001038";"GM0421";"2017JJ00";""
"41172";"T001038";"GM0421";"2018JJ00";""
"41173";"T001038";"GM0421";"2019JJ00";""
"41174";"T001038";"GM0421";"2020JJ00";""
"41229";"T001038";"GM0027";"2014JJ00";""
"41230";"T001038";"GM0027";"2015JJ00";""
"41231";"T001038";"GM0027";"2016JJ00";""
"41232";"T001038";"GM0027";"2017JJ00";""
"41233";"T001038";"GM0027";"2018JJ00";""
"41234";"T001038";"GM0027";"2019JJ00";""
"41235";"T001038";"GM0027";"2020JJ00";""
"41290";"T001038";"GM1842";"2014JJ00";"   18709"
"41291";"T001038";"GM1842";"2015JJ00";"   18873"
"41292";"T001038";"GM1842";"2016JJ00";"   19034"
"41293";"T001038";"GM1842";"2017JJ00";"   19338"
"41294";"T001038";"GM1842";"2018JJ00";"   19391"
"41295";"T001038";"GM1842";"2019JJ00";"   19341"
"41296";"T001038";"GM1842";"2020JJ00";"   19414"
"41351";"T001038";"GM1731";"2014JJ00";"   33284"
"41352";"T001038";"GM1731";"2015JJ00";"   33450"
"41353";"T001038";"GM1731";"2016JJ00";"   33399"
"41354";"T001038";"GM1731";"2017JJ00";"   33172"
"41355";"T001038";"GM1731";"2018JJ00";"   33178"
"41356";"T001038";"GM1731";"2019JJ00";"   33185"
"41357";"T001038";"GM1731";"2020JJ00";"   33381"
"41412";"T001038";"GM1952";"2014JJ00";""
"41413";"T001038";"GM1952";"2015JJ00";""
"41414";"T001038";"GM1952";"2016JJ00";""
"41415";"T001038";"GM1952";"2017JJ00";""
"41416";"T001038";"GM1952";"2018JJ00";"   60899"
"41417";"T001038";"GM1952";"2019JJ00";"   60797"
"41418";"T001038";"GM1952";"2020JJ00";"   60726"
"41473";"T001038";"GM0688";"2014JJ00";""
"41474";"T001038";"GM0688";"2015JJ00";""
"41475";"T001038";"GM0688";"2016JJ00";""
"41476";"T001038";"GM0688";"2017JJ00";""
"41477";"T001038";"GM0688";"2018JJ00";""
"41478";"T001038";"GM0688";"2019JJ00";""
"41479";"T001038";"GM0688";"2020JJ00";""
"41534";"T001038";"GM1697";"2014JJ00";""
"41535";"T001038";"GM1697";"2015JJ00";""
"41536";"T001038";"GM1697";"2016JJ00";""
"41537";"T001038";"GM1697";"2017JJ00";""
"41538";"T001038";"GM1697";"2018JJ00";""
"41539";"T001038";"GM1697";"2019JJ00";""
"41540";"T001038";"GM1697";"2020JJ00";""
"41595";"T001038";"GM0028";"2014JJ00";""
"41596";"T001038";"GM0028";"2015JJ00";""
"41597";"T001038";"GM0028";"2016JJ00";""
"41598";"T001038";"GM0028";"2017JJ00";""
"41599";"T001038";"GM0028";"2018JJ00";""
"41600";"T001038";"GM0028";"2019JJ00";""
"41601";"T001038";"GM0028";"2020JJ00";""
"41656";"T001038";"GM0422";"2014JJ00";""
"41657";"T001038";"GM0422";"2015JJ00";""
"41658";"T001038";"GM0422";"2016JJ00";""
"41659";"T001038";"GM0422";"2017JJ00";""
"41660";"T001038";"GM0422";"2018JJ00";""
"41661";"T001038";"GM0422";"2019JJ00";""
"41662";"T001038";"GM0422";"2020JJ00";""
"41717";"T001038";"GM0814";"2014JJ00";""
"41718";"T001038";"GM0814";"2015JJ00";""
"41719";"T001038";"GM0814";"2016JJ00";""
"41720";"T001038";"GM0814";"2017JJ00";""
"41721";"T001038";"GM0814";"2018JJ00";""
"41722";"T001038";"GM0814";"2019JJ00";""
"41723";"T001038";"GM0814";"2020JJ00";""
"41778";"T001038";"GM0336";"2014JJ00";""
"41779";"T001038";"GM0336";"2015JJ00";""
"41780";"T001038";"GM0336";"2016JJ00";""
"41781";"T001038";"GM0336";"2017JJ00";""
"41782";"T001038";"GM0336";"2018JJ00";""
"41783";"T001038";"GM0336";"2019JJ00";""
"41784";"T001038";"GM0336";"2020JJ00";""
"41839";"T001038";"GM0564";"2014JJ00";""
"41840";"T001038";"GM0564";"2015JJ00";""
"41841";"T001038";"GM0564";"2016JJ00";""
"41842";"T001038";"GM0564";"2017JJ00";""
"41843";"T001038";"GM0564";"2018JJ00";""
"41844";"T001038";"GM0564";"2019JJ00";""
"41845";"T001038";"GM0564";"2020JJ00";""
"41900";"T001038";"GM0815";"2014JJ00";"   10831"
"41901";"T001038";"GM0815";"2015JJ00";"   10801"
"41902";"T001038";"GM0815";"2016JJ00";"   10807"
"41903";"T001038";"GM0815";"2017JJ00";"   10831"
"41904";"T001038";"GM0815";"2018JJ00";"   10891"
"41905";"T001038";"GM0815";"2019JJ00";"   10939"
"41906";"T001038";"GM0815";"2020JJ00";"   11004"
"41961";"T001038";"GM0265";"2014JJ00";"    5879"
"41962";"T001038";"GM0265";"2015JJ00";""
"41963";"T001038";"GM0265";"2016JJ00";""
"41964";"T001038";"GM0265";"2017JJ00";""
"41965";"T001038";"GM0265";"2018JJ00";""
"41966";"T001038";"GM0265";"2019JJ00";""
"41967";"T001038";"GM0265";"2020JJ00";""
"42022";"T001038";"GM1709";"2014JJ00";"   36816"
"42023";"T001038";"GM1709";"2015JJ00";"   36762"
"42024";"T001038";"GM1709";"2016JJ00";"   36944"
"42025";"T001038";"GM1709";"2017JJ00";"   36967"
"42026";"T001038";"GM1709";"2018JJ00";"   36961"
"42027";"T001038";"GM1709";"2019JJ00";"   37129"
"42028";"T001038";"GM1709";"2020JJ00";"   37185"
"42083";"T001038";"GM0816";"2014JJ00";""
"42084";"T001038";"GM0816";"2015JJ00";""
"42085";"T001038";"GM0816";"2016JJ00";""
"42086";"T001038";"GM0816";"2017JJ00";""
"42087";"T001038";"GM0816";"2018JJ00";""
"42088";"T001038";"GM0816";"2019JJ00";""
"42089";"T001038";"GM0816";"2020JJ00";""
"42144";"T001038";"GM0647";"2014JJ00";""
"42145";"T001038";"GM0647";"2015JJ00";""
"42146";"T001038";"GM0647";"2016JJ00";""
"42147";"T001038";"GM0647";"2017JJ00";""
"42148";"T001038";"GM0647";"2018JJ00";""
"42149";"T001038";"GM0647";"2019JJ00";""
"42150";"T001038";"GM0647";"2020JJ00";""
"42205";"T001038";"GM0560";"2014JJ00";""
"42206";"T001038";"GM0560";"2015JJ00";""
"42207";"T001038";"GM0560";"2016JJ00";""
"42208";"T001038";"GM0560";"2017JJ00";""
"42209";"T001038";"GM0560";"2018JJ00";""
"42210";"T001038";"GM0560";"2019JJ00";""
"42211";"T001038";"GM0560";"2020JJ00";""
"42266";"T001038";"GM0561";"2014JJ00";""
"42267";"T001038";"GM0561";"2015JJ00";""
"42268";"T001038";"GM0561";"2016JJ00";""
"42269";"T001038";"GM0561";"2017JJ00";""
"42270";"T001038";"GM0561";"2018JJ00";""
"42271";"T001038";"GM0561";"2019JJ00";""
"42272";"T001038";"GM0561";"2020JJ00";""
"42327";"T001038";"GM1978";"2014JJ00";""
"42328";"T001038";"GM1978";"2015JJ00";""
"42329";"T001038";"GM1978";"2016JJ00";""
"42330";"T001038";"GM1978";"2017JJ00";""
"42331";"T001038";"GM1978";"2018JJ00";""
"42332";"T001038";"GM1978";"2019JJ00";"   43909"
"42333";"T001038";"GM1978";"2020JJ00";"   44130"
"42388";"T001038";"GM1927";"2014JJ00";"   28993"
"42389";"T001038";"GM1927";"2015JJ00";"   29067"
"42390";"T001038";"GM1927";"2016JJ00";"   29212"
"42391";"T001038";"GM1927";"2017JJ00";"   29295"
"42392";"T001038";"GM1927";"2018JJ00";"   29318"
"42393";"T001038";"GM1927";"2019JJ00";""
"42394";"T001038";"GM1927";"2020JJ00";""
"42449";"T001038";"GM0423";"2014JJ00";""
"42450";"T001038";"GM0423";"2015JJ00";""
"42451";"T001038";"GM0423";"2016JJ00";""
"42452";"T001038";"GM0423";"2017JJ00";""
"42453";"T001038";"GM0423";"2018JJ00";""
"42454";"T001038";"GM0423";"2019JJ00";""
"42455";"T001038";"GM0423";"2020JJ00";""
"42510";"T001038";"GM0562";"2014JJ00";""
"42511";"T001038";"GM0562";"2015JJ00";""
"42512";"T001038";"GM0562";"2016JJ00";""
"42513";"T001038";"GM0562";"2017JJ00";""
"42514";"T001038";"GM0562";"2018JJ00";""
"42515";"T001038";"GM0562";"2019JJ00";""
"42516";"T001038";"GM0562";"2020JJ00";""
"42571";"T001038";"GM1955";"2014JJ00";"   35150"
"42572";"T001038";"GM1955";"2015JJ00";"   35173"
"42573";"T001038";"GM1955";"2016JJ00";"   35316"
"42574";"T001038";"GM1955";"2017JJ00";"   35627"
"42575";"T001038";"GM1955";"2018JJ00";"   36026"
"42576";"T001038";"GM1955";"2019JJ00";"   36011"
"42577";"T001038";"GM1955";"2020JJ00";"   36031"
"42632";"T001038";"GM0335";"2014JJ00";"   13672"
"42633";"T001038";"GM0335";"2015JJ00";"   13783"
"42634";"T001038";"GM0335";"2016JJ00";"   13866"
"42635";"T001038";"GM0335";"2017JJ00";"   13879"
"42636";"T001038";"GM0335";"2018JJ00";"   13996"
"42637";"T001038";"GM0335";"2019JJ00";"   13917"
"42638";"T001038";"GM0335";"2020JJ00";"   13896"
"42693";"T001038";"GM0943";"2014JJ00";""
"42694";"T001038";"GM0943";"2015JJ00";""
"42695";"T001038";"GM0943";"2016JJ00";""
"42696";"T001038";"GM0943";"2017JJ00";""
"42697";"T001038";"GM0943";"2018JJ00";""
"42698";"T001038";"GM0943";"2019JJ00";""
"42699";"T001038";"GM0943";"2020JJ00";""
"42754";"T001038";"GM0944";"2014JJ00";"    7762"
"42755";"T001038";"GM0944";"2015JJ00";"    7755"
"42756";"T001038";"GM0944";"2016JJ00";"    7775"
"42757";"T001038";"GM0944";"2017JJ00";"    7768"
"42758";"T001038";"GM0944";"2018JJ00";"    7806"
"42759";"T001038";"GM0944";"2019JJ00";"    7847"
"42760";"T001038";"GM0944";"2020JJ00";"    7909"
"42815";"T001038";"GM0563";"2014JJ00";""
"42816";"T001038";"GM0563";"2015JJ00";""
"42817";"T001038";"GM0563";"2016JJ00";""
"42818";"T001038";"GM0563";"2017JJ00";""
"42819";"T001038";"GM0563";"2018JJ00";""
"42820";"T001038";"GM0563";"2019JJ00";""
"42821";"T001038";"GM0563";"2020JJ00";""
"42876";"T001038";"GM0424";"2014JJ00";"    6249"
"42877";"T001038";"GM0424";"2015JJ00";"    6202"
"42878";"T001038";"GM0424";"2016JJ00";""
"42879";"T001038";"GM0424";"2017JJ00";""
"42880";"T001038";"GM0424";"2018JJ00";""
"42881";"T001038";"GM0424";"2019JJ00";""
"42882";"T001038";"GM0424";"2020JJ00";""
"42937";"T001038";"GM0945";"2014JJ00";""
"42938";"T001038";"GM0945";"2015JJ00";""
"42939";"T001038";"GM0945";"2016JJ00";""
"42940";"T001038";"GM0945";"2017JJ00";""
"42941";"T001038";"GM0945";"2018JJ00";""
"42942";"T001038";"GM0945";"2019JJ00";""
"42943";"T001038";"GM0945";"2020JJ00";""
"42998";"T001038";"GM0029";"2014JJ00";""
"42999";"T001038";"GM0029";"2015JJ00";""
"43000";"T001038";"GM0029";"2016JJ00";""
"43001";"T001038";"GM0029";"2017JJ00";""
"43002";"T001038";"GM0029";"2018JJ00";""
"43003";"T001038";"GM0029";"2019JJ00";""
"43004";"T001038";"GM0029";"2020JJ00";""
"43059";"T001038";"GM0565";"2014JJ00";""
"43060";"T001038";"GM0565";"2015JJ00";""
"43061";"T001038";"GM0565";"2016JJ00";""
"43062";"T001038";"GM0565";"2017JJ00";""
"43063";"T001038";"GM0565";"2018JJ00";""
"43064";"T001038";"GM0565";"2019JJ00";""
"43065";"T001038";"GM0565";"2020JJ00";""
"43120";"T001038";"GM0425";"2014JJ00";"   17209"
"43121";"T001038";"GM0425";"2015JJ00";"   17397"
"43122";"T001038";"GM0425";"2016JJ00";""
"43123";"T001038";"GM0425";"2017JJ00";""
"43124";"T001038";"GM0425";"2018JJ00";""
"43125";"T001038";"GM0425";"2019JJ00";""
"43126";"T001038";"GM0425";"2020JJ00";""
"43181";"T001038";"GM1740";"2014JJ00";"   22728"
"43182";"T001038";"GM1740";"2015JJ00";"   23049"
"43183";"T001038";"GM1740";"2016JJ00";"   23303"
"43184";"T001038";"GM1740";"2017JJ00";"   23615"
"43185";"T001038";"GM1740";"2018JJ00";"   24034"
"43186";"T001038";"GM1740";"2019JJ00";"   24339"
"43187";"T001038";"GM1740";"2020JJ00";"   24648"
"43242";"T001038";"GM0426";"2014JJ00";""
"43243";"T001038";"GM0426";"2015JJ00";""
"43244";"T001038";"GM0426";"2016JJ00";""
"43245";"T001038";"GM0426";"2017JJ00";""
"43246";"T001038";"GM0426";"2018JJ00";""
"43247";"T001038";"GM0426";"2019JJ00";""
"43248";"T001038";"GM0426";"2020JJ00";""
"43303";"T001038";"GM0643";"2014JJ00";"   14143"
"43304";"T001038";"GM0643";"2015JJ00";""
"43305";"T001038";"GM0643";"2016JJ00";""
"43306";"T001038";"GM0643";"2017JJ00";""
"43307";"T001038";"GM0643";"2018JJ00";""
"43308";"T001038";"GM0643";"2019JJ00";""
"43309";"T001038";"GM0643";"2020JJ00";""
"43364";"T001038";"GM0946";"2014JJ00";"   16776"
"43365";"T001038";"GM0946";"2015JJ00";"   16793"
"43366";"T001038";"GM0946";"2016JJ00";"   16864"
"43367";"T001038";"GM0946";"2017JJ00";"   17038"
"43368";"T001038";"GM0946";"2018JJ00";"   17001"
"43369";"T001038";"GM0946";"2019JJ00";"   17019"
"43370";"T001038";"GM0946";"2020JJ00";"   17171"
"43425";"T001038";"GM0266";"2014JJ00";""
"43426";"T001038";"GM0266";"2015JJ00";""
"43427";"T001038";"GM0266";"2016JJ00";""
"43428";"T001038";"GM0266";"2017JJ00";""
"43429";"T001038";"GM0266";"2018JJ00";""
"43430";"T001038";"GM0266";"2019JJ00";""
"43431";"T001038";"GM0266";"2020JJ00";""
"43486";"T001038";"GM0947";"2014JJ00";""
"43487";"T001038";"GM0947";"2015JJ00";""
"43488";"T001038";"GM0947";"2016JJ00";""
"43489";"T001038";"GM0947";"2017JJ00";""
"43490";"T001038";"GM0947";"2018JJ00";""
"43491";"T001038";"GM0947";"2019JJ00";""
"43492";"T001038";"GM0947";"2020JJ00";""
"43547";"T001038";"GM0304";"2014JJ00";"   12038"
"43548";"T001038";"GM0304";"2015JJ00";"   12122"
"43549";"T001038";"GM0304";"2016JJ00";"   12344"
"43550";"T001038";"GM0304";"2017JJ00";"   12397"
"43551";"T001038";"GM0304";"2018JJ00";"   12468"
"43552";"T001038";"GM0304";"2019JJ00";""
"43553";"T001038";"GM0304";"2020JJ00";""
"43608";"T001038";"GM0427";"2014JJ00";""
"43609";"T001038";"GM0427";"2015JJ00";""
"43610";"T001038";"GM0427";"2016JJ00";""
"43611";"T001038";"GM0427";"2017JJ00";""
"43612";"T001038";"GM0427";"2018JJ00";""
"43613";"T001038";"GM0427";"2019JJ00";""
"43614";"T001038";"GM0427";"2020JJ00";""
"43669";"T001038";"GM0412";"2014JJ00";""
"43670";"T001038";"GM0412";"2015JJ00";""
"43671";"T001038";"GM0412";"2016JJ00";""
"43672";"T001038";"GM0412";"2017JJ00";""
"43673";"T001038";"GM0412";"2018JJ00";""
"43674";"T001038";"GM0412";"2019JJ00";""
"43675";"T001038";"GM0412";"2020JJ00";""
"43730";"T001038";"GM1117";"2014JJ00";""
"43731";"T001038";"GM1117";"2015JJ00";""
"43732";"T001038";"GM1117";"2016JJ00";""
"43733";"T001038";"GM1117";"2017JJ00";""
"43734";"T001038";"GM1117";"2018JJ00";""
"43735";"T001038";"GM1117";"2019JJ00";""
"43736";"T001038";"GM1117";"2020JJ00";""
"43791";"T001038";"GM0566";"2014JJ00";""
"43792";"T001038";"GM0566";"2015JJ00";""
"43793";"T001038";"GM0566";"2016JJ00";""
"43794";"T001038";"GM0566";"2017JJ00";""
"43795";"T001038";"GM0566";"2018JJ00";""
"43796";"T001038";"GM0566";"2019JJ00";""
"43797";"T001038";"GM0566";"2020JJ00";""
"43852";"T001038";"GM0030";"2014JJ00";""
"43853";"T001038";"GM0030";"2015JJ00";""
"43854";"T001038";"GM0030";"2016JJ00";""
"43855";"T001038";"GM0030";"2017JJ00";""
"43856";"T001038";"GM0030";"2018JJ00";""
"43857";"T001038";"GM0030";"2019JJ00";""
"43858";"T001038";"GM0030";"2020JJ00";""
"43913";"T001038";"GM1119";"2014JJ00";""
"43914";"T001038";"GM1119";"2015JJ00";""
"43915";"T001038";"GM1119";"2016JJ00";""
"43916";"T001038";"GM1119";"2017JJ00";""
"43917";"T001038";"GM1119";"2018JJ00";""
"43918";"T001038";"GM1119";"2019JJ00";""
"43919";"T001038";"GM1119";"2020JJ00";""
"43974";"T001038";"GM0356";"2014JJ00";"   61264"
"43975";"T001038";"GM0356";"2015JJ00";"   61749"
"43976";"T001038";"GM0356";"2016JJ00";"   61868"
"43977";"T001038";"GM0356";"2017JJ00";"   62426"
"43978";"T001038";"GM0356";"2018JJ00";"   63036"
"43979";"T001038";"GM0356";"2019JJ00";"   63462"
"43980";"T001038";"GM0356";"2020JJ00";"   63866"
"44035";"T001038";"GM0948";"2014JJ00";""
"44036";"T001038";"GM0948";"2015JJ00";""
"44037";"T001038";"GM0948";"2016JJ00";""
"44038";"T001038";"GM0948";"2017JJ00";""
"44039";"T001038";"GM0948";"2018JJ00";""
"44040";"T001038";"GM0948";"2019JJ00";""
"44041";"T001038";"GM0948";"2020JJ00";""
"44096";"T001038";"GM0428";"2014JJ00";""
"44097";"T001038";"GM0428";"2015JJ00";""
"44098";"T001038";"GM0428";"2016JJ00";""
"44099";"T001038";"GM0428";"2017JJ00";""
"44100";"T001038";"GM0428";"2018JJ00";""
"44101";"T001038";"GM0428";"2019JJ00";""
"44102";"T001038";"GM0428";"2020JJ00";""
"44157";"T001038";"GM1249";"2014JJ00";""
"44158";"T001038";"GM1249";"2015JJ00";""
"44159";"T001038";"GM1249";"2016JJ00";""
"44160";"T001038";"GM1249";"2017JJ00";""
"44161";"T001038";"GM1249";"2018JJ00";""
"44162";"T001038";"GM1249";"2019JJ00";""
"44163";"T001038";"GM1249";"2020JJ00";""
"44218";"T001038";"GM1122";"2014JJ00";""
"44219";"T001038";"GM1122";"2015JJ00";""
"44220";"T001038";"GM1122";"2016JJ00";""
"44221";"T001038";"GM1122";"2017JJ00";""
"44222";"T001038";"GM1122";"2018JJ00";""
"44223";"T001038";"GM1122";"2019JJ00";""
"44224";"T001038";"GM1122";"2020JJ00";""
"44279";"T001038";"GM0567";"2014JJ00";""
"44280";"T001038";"GM0567";"2015JJ00";""
"44281";"T001038";"GM0567";"2016JJ00";""
"44282";"T001038";"GM0567";"2017JJ00";""
"44283";"T001038";"GM0567";"2018JJ00";""
"44284";"T001038";"GM0567";"2019JJ00";""
"44285";"T001038";"GM0567";"2020JJ00";""
"44340";"T001038";"GM0031";"2014JJ00";""
"44341";"T001038";"GM0031";"2015JJ00";""
"44342";"T001038";"GM0031";"2016JJ00";""
"44343";"T001038";"GM0031";"2017JJ00";""
"44344";"T001038";"GM0031";"2018JJ00";""
"44345";"T001038";"GM0031";"2019JJ00";""
"44346";"T001038";"GM0031";"2020JJ00";""
"44401";"T001038";"GM0817";"2014JJ00";""
"44402";"T001038";"GM0817";"2015JJ00";""
"44403";"T001038";"GM0817";"2016JJ00";""
"44404";"T001038";"GM0817";"2017JJ00";""
"44405";"T001038";"GM0817";"2018JJ00";""
"44406";"T001038";"GM0817";"2019JJ00";""
"44407";"T001038";"GM0817";"2020JJ00";""
"44462";"T001038";"GM0569";"2014JJ00";"   27114"
"44463";"T001038";"GM0569";"2015JJ00";"   27433"
"44464";"T001038";"GM0569";"2016JJ00";"   27914"
"44465";"T001038";"GM0569";"2017JJ00";"   28269"
"44466";"T001038";"GM0569";"2018JJ00";"   28628"
"44467";"T001038";"GM0569";"2019JJ00";"   28811"
"44468";"T001038";"GM0569";"2020JJ00";"   29151"
"44523";"T001038";"GM0570";"2014JJ00";""
"44524";"T001038";"GM0570";"2015JJ00";""
"44525";"T001038";"GM0570";"2016JJ00";""
"44526";"T001038";"GM0570";"2017JJ00";""
"44527";"T001038";"GM0570";"2018JJ00";""
"44528";"T001038";"GM0570";"2019JJ00";""
"44529";"T001038";"GM0570";"2020JJ00";""
"44584";"T001038";"GM0571";"2014JJ00";""
"44585";"T001038";"GM0571";"2015JJ00";""
"44586";"T001038";"GM0571";"2016JJ00";""
"44587";"T001038";"GM0571";"2017JJ00";""
"44588";"T001038";"GM0571";"2018JJ00";""
"44589";"T001038";"GM0571";"2019JJ00";""
"44590";"T001038";"GM0571";"2020JJ00";""
"44645";"T001038";"GM0170";"2014JJ00";""
"44646";"T001038";"GM0170";"2015JJ00";""
"44647";"T001038";"GM0170";"2016JJ00";""
"44648";"T001038";"GM0170";"2017JJ00";""
"44649";"T001038";"GM0170";"2018JJ00";""
