,Origin,Destination,Year,Commuters,Distance,Origin Pop,Destination Pop
0,1680,1680,2019,7.649692623711514,1.308332819650179,10.144274539022932,10.144274539022932
1,1680,141,2019,4.605170185988092,4.454347296253507,10.144274539022932,11.199679400387174
2,1680,106,2019,7.7406644019172415,2.631888840136646,10.144274539022932,11.136033236348252
3,1680,1681,2019,5.991464547107982,2.5952547069568657,10.144274539022932,10.148744784095449
4,1680,109,2019,4.605170185988092,3.720862499966987,10.144274539022932,10.471553253474193
5,1680,10,2019,4.605170185988092,3.770459441106359,10.144274539022932,10.11366743745848
6,1680,114,2019,5.991464547107982,3.4468078929142076,10.144274539022932,11.581032610984824
7,1680,14,2019,7.3777589082278725,3.265759410767051,10.144274539022932,12.358252813745448
8,1680,1966,2019,4.605170185988092,3.835141961092188,10.144274539022932,10.774801838762809
9,1680,118,2019,5.703782474656201,3.7727609380946383,10.144274539022932,10.927717472432848
10,1680,80,2019,4.605170185988092,4.338597076746545,10.144274539022932,11.728714034597091
11,1680,119,2019,4.605170185988092,4.0809215418899605,10.144274539022932,10.43176008990584
12,1680,1731,2019,5.298317366548036,3.1570004211501135,10.144274539022932,10.409853245580026
13,1680,1952,2019,5.703782474656201,2.9856819377004897,10.144274539022932,11.015295724631633
14,1680,1699,2019,5.298317366548036,3.3877743613300146,10.144274539022932,10.349870650556843
15,1680,1895,2019,4.605170185988092,3.3978584803966405,10.144274539022932,10.550826368939093
16,1680,765,2019,4.605170185988092,2.954910279033736,10.144274539022932,9.408863308108145
17,1680,90,2019,4.605170185988092,3.966511190712216,10.144274539022932,10.935781960166588
18,1680,37,2019,5.703782474656201,2.501435951739211,10.144274539022932,10.363630221934988
19,1680,1730,2019,6.551080335043404,2.5572273113676265,10.144274539022932,10.430786738995007
20,1680,47,2019,5.703782474656201,2.624668592163159,10.144274539022932,10.217714180210022
21,1680,1969,2019,4.605170185988092,3.6082115510464816,10.144274539022932,11.056098639081055
22,1680,1701,2019,4.605170185988092,3.6686767467964168,10.144274539022932,9.876116355739995
23,1680,1950,2019,4.605170185988092,3.353406717825807,10.144274539022932,10.155529493892987
24,1680,193,2019,5.298317366548036,4.395682961121367,10.144274539022932,11.766326603445135
25,358,358,2019,8.366370301681654,0.6418538861723947,10.369075195651924,10.369075195651924
26,358,484,2019,4.605170185988092,2.9338568698359038,10.369075195651924,11.625334084289157
27,358,362,2019,7.495541943884256,2.0541237336955462,10.369075195651924,11.426004992939527
28,358,363,2019,8.006367567650246,2.785011242238338,10.369075195651924,13.67941244555958
29,358,384,2019,5.298317366548036,2.9231615807191558,10.369075195651924,10.33462040739287
30,358,518,2019,4.605170185988092,3.708682081410116,10.369075195651924,13.210077507405208
31,358,392,2019,5.703782474656201,2.9806186357439426,10.369075195651924,12.00090407198561
32,358,394,2019,8.006367567650246,2.2082744135228043,10.369075195651924,11.957624106662312
33,358,400,2019,4.605170185988092,4.481871969643598,10.369075195651924,10.938378763646385
34,358,402,2019,4.605170185988092,3.493472657771326,10.369075195651924,11.416755916013987
35,358,1884,2019,4.605170185988092,2.4932054526026954,10.369075195651924,10.2145320850248
36,358,546,2019,4.605170185988092,3.2268439945173775,10.369075195651924,11.736860702817937
37,358,569,2019,4.605170185988092,2.3702437414678603,10.369075195651924,10.26851253764627
38,358,437,2019,4.605170185988092,2.6741486494265287,10.369075195651924,9.548668029096856
39,358,736,2019,5.298317366548036,2.4932054526026954,10.369075195651924,10.702255214959758
40,358,599,2019,4.605170185988092,3.9396381724611196,10.369075195651924,13.386522952413916
41,358,451,2019,7.090076835776092,1.5686159179138452,10.369075195651924,10.291399501396704
42,358,344,2019,5.298317366548036,3.5524868292083815,10.369075195651924,12.787161932984562
43,358,453,2019,4.605170185988092,3.367295829986474,10.369075195651924,11.136747277486958
44,358,1783,2019,5.298317366548036,3.92395157629342,10.369075195651924,11.61163893790626
