,Origin,Destination,Year,Commuters,Distance,Origin Pop,Destination Pop
0,1680,1680,2015,7.600902459542082,1.308332819650179,10.136304168546024,10.136304168546024
1,1680,141,2015,4.605170185988092,4.460144413937834,10.136304168546024,11.19030682263755
2,1680,106,2015,7.549609165154532,2.653241964607215,10.136304168546024,11.113357931928125
3,1680,1681,2015,5.703782474656201,2.5494451709255714,10.136304168546024,10.141362068450333
4,1680,10,2015,4.605170185988092,3.7184382563554808,10.136304168546024,10.129347411344567
5,1680,114,2015,6.214608098422191,3.484312288372662,10.136304168546024,11.586027216768288
6,1680,233,2015,4.605170185988092,4.814620410170298,10.136304168546024,10.185164128035991
7,1680,14,2015,7.24422751560335,3.3141860046725258,10.136304168546024,12.210821352552378
8,1680,17,2015,4.605170185988092,3.0106208860477417,10.136304168546024,9.856186279418115
9,1680,164,2015,4.605170185988092,4.566429357671661,10.136304168546024,11.30312993117552
10,1680,118,2015,5.298317366548036,3.768152635008444,10.136304168546024,10.919442607523228
11,1680,18,2015,5.298317366548036,2.928523523860541,10.136304168546024,10.439308182191418
12,1680,166,2015,4.605170185988092,4.487512142519859,10.136304168546024,10.858036996527373
13,1680,119,2015,4.605170185988092,4.04305126783455,10.136304168546024,10.398000850809813
14,1680,1731,2015,5.703782474656201,3.1484533605716547,10.136304168546024,10.417807065556374
15,1680,1699,2015,5.298317366548036,3.370738174177447,10.136304168546024,10.342999757283348
16,1680,1895,2015,4.605170185988092,3.391147045808654,10.136304168546024,10.55132351038607
17,1680,765,2015,4.605170185988092,2.9496883350525844,10.136304168546024,9.444700778495557
18,1680,37,2015,5.703782474656201,2.388762789235098,10.136304168546024,10.392711531744357
19,1680,1730,2015,6.396929655216146,2.653241964607215,10.136304168546024,10.398305738156301
20,1680,47,2015,5.703782474656201,2.631888840136646,10.136304168546024,10.220740563078143
21,1680,48,2015,4.605170185988092,3.3032169733019514,10.136304168546024,9.706377178268735
22,1680,193,2015,4.605170185988092,4.396915247167632,10.136304168546024,11.735236669980342
23,738,738,2015,7.438383530044307,0.6418538861723947,9.475623449484484,9.475623449484484
24,738,758,2015,5.298317366548036,3.5610460826040513,9.475623449484484,12.109622316002104
25,738,512,2015,4.605170185988092,2.990719731730447,9.475623449484484,10.470504455951861
26,738,794,2015,4.605170185988092,4.056988775678332,9.475623449484484,11.408975065741856
27,738,796,2015,5.703782474656201,2.990719731730447,9.475623449484484,11.929053521246646
28,738,797,2015,5.298317366548036,2.302585092994046,9.475623449484484,10.675307271747375
29,738,263,2015,4.605170185988092,2.5726122302071057,9.475623449484484,10.089302998584339
30,738,826,2015,4.605170185988092,3.3032169733019514,9.475623449484484,10.897072603336532
31,738,599,2015,4.605170185988092,4.055257173514054,9.475623449484484,13.352849505900151
32,738,855,2015,5.298317366548036,3.1945831322991562,9.475623449484484,12.268770411016112
33,738,867,2015,6.214608098422191,2.388762789235098,9.475623449484484,10.758349589413635
34,738,870,2015,5.298317366548036,2.72785282839839,9.475623449484484,10.185918361205209
35,738,874,2015,5.991464547107982,2.174751721484161,9.475623449484484,9.583144537844786
36,738,297,2015,5.703782474656201,2.388762789235098,9.475623449484484,10.22350369881181
37,358,358,2015,8.389359819906353,0.6418538861723947,10.351341427136079,10.351341427136079
38,358,484,2015,4.605170185988092,2.89591193827178,10.351341427136079,11.58951606713194
39,358,362,2015,7.438383530044307,2.028148247292285,10.351341427136079,11.39190970970183
40,358,363,2015,7.9724660159745655,2.8273136219290276,10.351341427136079,13.633537740353741
